geography type,code,description,2013,2014,2015,2016,2017
Area_Unit_1724,591300,Heathcote Valley,9,12,9,6,3
Area_Unit_1725,591500,Cathedral Square,3,0,3,0,6
Area_Unit_1726,591600,Hagley Park,15,15,12,15,15
Area_Unit_1727,591700,Avon Loop,36,30,39,30,30
Area_Unit_1728,591800,Northcote,18,18,27,15,15
Area_Unit_1729,591900,Papanui,45,42,42,45,36
Area_Unit_1730,592000,Aorangi,66,69,63,66,72
Area_Unit_1731,592100,Strowan,48,63,66,57,57
Area_Unit_1732,592200,Merivale,12,15,12,18,15
Area_Unit_1733,592300,Rutland,57,66,63,60,60
Area_Unit_1734,592401,St Albans West,12,6,12,6,12
Area_Unit_1735,592402,St Albans East,42,36,39,33,36
Area_Unit_1736,592500,Mairehau,6,15,9,9,9
Area_Unit_1737,592600,Edgeware,9,12,15,18,12
Area_Unit_1738,592701,Shirley West,24,15,27,21,21
Area_Unit_1739,592702,Shirley East,48,69,54,51,51
Area_Unit_1740,592811,Burwood,3,6,3,9,9
Area_Unit_1741,592812,Dallington,15,9,9,9,12
Area_Unit_1742,592820,Travis,18,12,15,9,15
Area_Unit_1743,592900,Avondale,18,15,18,9,6
Area_Unit_1744,593000,Wainoni,24,21,15,21,15
Area_Unit_1745,593100,Aranui,27,21,21,18,30
Area_Unit_1746,593200,Richmond North,21,27,24,24,39
Area_Unit_1747,593300,Richmond South,6,21,9,12,6
Area_Unit_1748,593400,Avonside,3,15,6,9,9
Area_Unit_1749,593501,Linwood,42,51,54,45,51
Area_Unit_1750,593502,Phillipstown,18,18,12,15,27
Area_Unit_1751,593600,Linwood North,24,33,21,39,33
Area_Unit_1752,593700,Linwood East,12,18,15,12,21
Area_Unit_1753,593800,Bexley,21,27,12,12,9
Area_Unit_1754,593900,Bromley,18,15,12,9,15
Area_Unit_1755,594010,Woolston West,48,54,57,45,30
Area_Unit_1756,594020,Ferrymead,30,18,39,33,36
Area_Unit_1757,594100,Woolston South,12,15,12,9,12
Area_Unit_1758,594200,Ensors,12,9,24,21,18
Area_Unit_1759,594300,Opawa,24,33,45,33,48
Area_Unit_1760,594400,St Martins,27,30,15,21,27
Area_Unit_1761,594500,Waltham,6,9,3,6,0
Area_Unit_1762,594600,Sydenham,42,45,81,69,87
Area_Unit_1763,594700,Addington,39,54,36,36,39
Area_Unit_1764,594800,Barrington North,60,81,78,84,81
Area_Unit_1765,594900,Barrington South,81,81,87,102,90
Area_Unit_1766,595000,Spreydon,27,24,24,24,21
Area_Unit_1767,595100,Hoon Hay,15,18,21,15,18
Area_Unit_1768,595200,Hoon Hay South,6,9,12,9,9
Area_Unit_1769,595300,Hillmorton,30,24,24,21,27
Area_Unit_1770,595400,Somerfield,21,21,15,18,27
Area_Unit_1771,595500,Beckenham,30,27,21,15,18
Area_Unit_1772,595600,North Beach,30,21,30,21,33
Area_Unit_1773,595700,Rawhiti,30,18,24,18,33
Area_Unit_1774,595800,New Brighton,15,24,12,18,18
Area_Unit_1775,595900,South Brighton,15,15,15,9,21
Area_Unit_1776,596000,Mt Pleasant,15,21,18,15,18
Area_Unit_1777,596101,Avon-Heathcote Estuary,0,0,0,0,0
Area_Unit_1778,596102,Moncks Bay,18,18,12,12,21
Area_Unit_1779,596200,Sumner,21,36,21,36,24
Area_Unit_1780,596400,Lyttelton,15,21,15,9,15
Area_Unit_1781,596502,Diamond Harbour,6,6,9,9,12
Area_Unit_1782,596503,Governors Bay,0,3,0,3,3
Area_Unit_1783,596504,Quail Island,0,0,0,0,0
Area_Unit_1784,596600,Port Levy,0,0,0,3,0
Area_Unit_1785,596800,Akaroa,9,6,3,6,3
Area_Unit_1786,596900,Okains Bay,0,0,0,0,0
Area_Unit_1787,596901,Akaroa Harbour,6,6,3,3,6
Area_Unit_1788,596902,Banks Peninsula Eastern Bays,3,3,3,0,3
Area_Unit_1789,597000,Chatham Islands,3,9,6,3,6
Area_Unit_1790,597100,Little River,0,0,0,0,0
Area_Unit_1791,597101,Little River,3,0,9,6,3
Area_Unit_1792,597102,Inland Water-Lake Ellesmere South,0,0,0,0,0
Area_Unit_1793,597200,Lincoln,21,18,15,15,12
Area_Unit_1794,597300,Leeston,9,9,12,12,12
Area_Unit_1795,597400,Southbridge,3,0,3,3,3
Area_Unit_1796,597501,Ellesmere,0,0,0,0,0
Area_Unit_1797,597502,Rolleston,0,0,0,0,0
Area_Unit_1798,597503,Dunsandel,3,3,3,3,3
Area_Unit_1799,597504,Springston,0,0,0,0,0
Area_Unit_1800,597505,Inland Water-Lake Ellesmere North,0,0,0,0,0
Area_Unit_1801,597506,Selwyn-Rakaia,18,15,12,12,9
Area_Unit_1802,597507,Rolleston North West,3,9,6,6,9
Area_Unit_1803,597508,Rolleston Central,9,6,6,12,9
Area_Unit_1804,597509,Rolleston North East,3,3,3,9,6
Area_Unit_1805,597510,Rolleston South West,3,3,3,3,9
Area_Unit_1806,597511,Springston,0,0,0,0,0
Area_Unit_1807,597512,Springston,6,12,9,12,9
Area_Unit_1808,597513,Rolleston South East,3,0,6,12,6
Area_Unit_1809,597600,Methven,12,12,9,9,12
Area_Unit_1810,597711,Fairton,0,0,0,0,0
Area_Unit_1811,597712,Plains Railway,3,3,3,0,3
Area_Unit_1812,597713,Ashburton North,3,3,6,6,18
Area_Unit_1813,597714,Fairton,6,9,6,3,6
Area_Unit_1814,597715,Ashburton East,0,3,3,3,0
Area_Unit_1815,597720,Mt Somers,6,9,6,6,9
Area_Unit_1816,597730,Hinds,12,6,9,12,9
Area_Unit_1817,597741,Chertsey,6,9,6,9,12
Area_Unit_1818,597742,Rakaia,9,9,3,6,9
Area_Unit_1819,597810,Allenton,0,0,0,0,0
Area_Unit_1820,597811,Allenton West,9,12,9,12,6
Area_Unit_1821,597812,Allenton East,51,72,60,51,45
Area_Unit_1822,597820,Ashburton Central West,39,27,33,33,39
Area_Unit_1823,597830,Netherby,21,18,18,21,21
Area_Unit_1824,597840,Ashburton Central East,27,36,24,30,27
Area_Unit_1825,597850,Hampstead,15,21,21,21,33
Area_Unit_1826,597860,Tinwald,30,39,33,36,39
Area_Unit_1827,598000,Winchester,0,3,3,3,3
Area_Unit_1828,598201,Fairview-Scarborough,0,3,3,3,3
Area_Unit_1829,598202,Otipua Creek-Washdyke Flat,6,3,3,3,3
Area_Unit_1830,598311,Ben Mcleod,0,0,0,0,0
Area_Unit_1831,598312,Orari,27,27,42,27,39
Area_Unit_1832,598313,Levels,15,24,12,12,18
Area_Unit_1833,598314,Pareora,3,0,3,9,3
Area_Unit_1834,598320,Pleasant Point,6,12,12,6,6
Area_Unit_1835,598500,Geraldine,27,24,33,27,18
Area_Unit_1836,598600,Temuka,45,39,45,48,39
Area_Unit_1837,598700,Washdyke,9,3,6,6,3
Area_Unit_1838,598800,Waimataitai,12,15,15,6,15
Area_Unit_1839,598900,Marchwiel,39,45,45,45,48
Area_Unit_1840,599000,Maori Park,6,12,6,9,15
Area_Unit_1841,599100,Highfield,66,57,78,60,48
Area_Unit_1842,599200,Glenwood,27,24,9,18,24
Area_Unit_1843,599300,Gleniti,36,51,42,42,72
Area_Unit_1844,599400,Fraser Park,36,30,27,27,33
Area_Unit_1845,599500,Seaview,21,24,21,27,33
Area_Unit_1846,599600,Watlington,36,45,36,27,24
Area_Unit_1847,599700,Parkside,15,30,24,18,24
Area_Unit_1848,599800,Timaru Gardens,18,24,15,9,15
Area_Unit_1849,599900,Redruth,0,0,3,0,0
Area_Unit_1850,600100,Twizel Community,9,12,6,6,6
Area_Unit_1851,600200,Fairlie,9,15,6,12,12
Area_Unit_1852,600312,Mt Cook,0,0,0,0,0
Area_Unit_1853,600320,Lake Tekapo,0,0,3,0,0
Area_Unit_1854,600321,Inland Water-Lake Alexandrina,0,0,0,0,0
Area_Unit_1855,600322,Inland Water-Lake Tekapo,0,0,0,0,0
Area_Unit_1856,600323,Mackenzie,9,12,3,3,6
Area_Unit_1857,600410,Waihao,12,21,21,21,24
Area_Unit_1858,600420,St Andrews,3,0,0,0,0
Area_Unit_1859,600500,Waimate,57,57,63,48,54
Area_Unit_1860,600600,Weston,6,3,6,9,6
Area_Unit_1861,600811,Pukeuri,3,0,0,0,0
Area_Unit_1862,600812,Ardgowan,3,3,3,6,3
Area_Unit_1863,600813,Cape Wanbrow,6,6,3,3,3
Area_Unit_1864,600822,Duntroon,0,0,0,0,0
Area_Unit_1865,600824,Kurow,3,6,3,3,6
Area_Unit_1866,600825,Aviemore,0,0,0,0,0
Area_Unit_1867,600826,Maheno,21,21,12,18,15
Area_Unit_1868,600827,Omarama,0,0,3,0,0
Area_Unit_1869,600828,Kakanui,9,3,3,6,0
Area_Unit_1870,600830,Otematata,0,6,0,0,3
Area_Unit_1871,600831,Aviemore,0,0,6,0,3
Area_Unit_1872,600832,Inland Water-Lake Ohau,0,0,0,0,0
Area_Unit_1873,600840,Hampden,3,9,6,6,9
Area_Unit_1874,601010,Oamaru North,60,69,75,36,66
Area_Unit_1875,601020,Orana Park,30,30,21,21,24
Area_Unit_1876,601030,Oamaru Central,42,33,39,42,42
Area_Unit_1877,601040,Oamaru South,42,48,45,24,42
Area_Unit_1878,601200,Palmerston,9,15,6,12,9
Area_Unit_1879,601301,Waihemo,0,3,3,6,3
Area_Unit_1880,601302,Hyde,0,0,0,0,0
Area_Unit_1881,601400,Waikouaiti,6,15,15,9,12
Area_Unit_1882,601500,Aramoana,3,0,0,0,0
Area_Unit_1883,601602,Waitati,0,0,0,0,3
Area_Unit_1884,601603,Evansdale,6,6,6,6,9
Area_Unit_1885,601604,Karitane,3,3,6,0,3
Area_Unit_1886,601605,Warrington,6,3,3,0,0
Area_Unit_1887,601700,Nenthorn,0,0,0,0,0
Area_Unit_1888,601900,Fairfield,18,18,12,12,18
Area_Unit_1889,602000,Brighton,0,12,6,6,9
Area_Unit_1890,602100,Waldronville,0,0,6,3,3
Area_Unit_1891,602200,Outram,3,3,9,0,6
Area_Unit_1892,602300,Middlemarch,0,3,0,3,0
Area_Unit_1893,602411,Wyllies Crossing,0,6,3,0,0
Area_Unit_1894,602412,Wingatui,18,6,9,18,6
Area_Unit_1895,602421,Kaikorai Hill,3,0,3,6,0
Area_Unit_1896,602422,Saddle Hill,0,6,6,3,6
Area_Unit_1897,602500,Taieri,12,9,9,12,12
Area_Unit_1898,602600,Strath Taieri,3,0,0,0,6
Area_Unit_1899,602800,Harbourside,0,0,0,0,0
Area_Unit_1900,602900,Fernhill,6,6,9,6,12
Area_Unit_1901,603000,High St-Stuart St,21,18,18,18,15
Area_Unit_1902,603100,Stuart St-Frederick St,3,6,9,12,12
Area_Unit_1903,603210,Opoho,6,0,9,3,3
Area_Unit_1904,603220,Forrester Park,3,3,3,3,6
Area_Unit_1905,603300,North East Valley,60,63,63,54,57
Area_Unit_1906,603400,Pine Hill,6,15,9,3,6
Area_Unit_1907,603500,Woodhaugh,9,9,18,6,6
Area_Unit_1908,603601,North Dunedin,0,3,0,3,3
Area_Unit_1909,603602,Otago University,0,3,3,3,0
Area_Unit_1910,603710,Maori Hill,12,12,3,12,12
Area_Unit_1911,603720,Balmacewen,3,6,3,3,6
Area_Unit_1912,603810,Glenleith,3,6,3,3,3
Area_Unit_1913,603820,Helensburgh,6,9,3,3,0
Area_Unit_1914,603910,Wakari,21,24,42,42,33
Area_Unit_1915,603920,Halfway Bush,24,33,48,39,39
Area_Unit_1916,603930,Brockville,42,39,33,48,39
Area_Unit_1917,604010,Roslyn North,42,57,69,51,60
Area_Unit_1918,604020,Roslyn South,15,18,12,18,15
Area_Unit_1919,604110,Mornington,15,21,9,21,12
Area_Unit_1920,604120,Belleknowes,6,6,9,3,9
Area_Unit_1921,604130,Kenmure,9,6,9,3,6
Area_Unit_1922,604210,Caversham,81,99,69,90,81
Area_Unit_1923,604221,Corstorphine West,3,0,3,0,0
Area_Unit_1924,604222,Corstorphine East,9,3,6,0,6
Area_Unit_1925,604300,Caledonian,0,0,0,0,0
Area_Unit_1926,604410,South Dunedin,51,51,48,48,57
Area_Unit_1927,604420,Forbury,6,9,6,9,9
Area_Unit_1928,604500,St Clair,24,33,36,24,30
Area_Unit_1929,604611,Musselburgh,18,9,12,6,12
Area_Unit_1930,604612,Andersons Bay,9,12,15,15,6
Area_Unit_1931,604620,Vauxhall,36,33,42,30,42
Area_Unit_1932,604710,St Leonards-Blanket Bay,6,9,0,9,3
Area_Unit_1933,604720,Ravensbourne,12,3,3,6,6
Area_Unit_1934,604810,Inner Peninsula,3,3,3,3,6
Area_Unit_1935,604821,Company Bay,0,3,0,0,3
Area_Unit_1936,604822,Macandrew Bay,3,6,0,9,6
Area_Unit_1937,604830,Broad Bay-Portobello,6,15,3,6,3
Area_Unit_1938,604901,Taiaroa-Cape Saunders,3,3,3,3,3
Area_Unit_1939,604902,Sandymount,0,0,0,0,0
Area_Unit_1940,605100,Sawyers Bay,3,6,9,9,6
Area_Unit_1941,605200,Port Chalmers,9,12,9,12,3
Area_Unit_1942,605400,St Kilda West,18,24,12,9,12
Area_Unit_1943,605500,St Kilda Central,18,15,18,18,12
Area_Unit_1944,605600,St Kilda East,42,51,45,39,51
Area_Unit_1945,605800,Green Island,18,18,9,21,9
Area_Unit_1946,605910,Abbotsford,12,3,9,9,12
Area_Unit_1947,605920,Concord,6,9,12,12,9
Area_Unit_1948,606100,Mosgiel East,69,72,84,60,81
Area_Unit_1949,606210,Mosgiel South,60,69,66,57,51
Area_Unit_1950,606220,East Taieri,9,3,9,9,12
Area_Unit_1951,606300,Bush Road,27,21,39,27,30
Area_Unit_1952,606500,Benhar,0,0,0,0,0
Area_Unit_1953,606600,Stirling,0,0,3,0,0
Area_Unit_1954,606700,Bruce,15,12,6,15,9
Area_Unit_1955,606800,Milton,24,15,21,24,21
Area_Unit_1956,606900,Kaitangata,3,3,3,3,6
Area_Unit_1957,607000,Clinton,0,3,3,0,0
Area_Unit_1958,607100,Kaka Point,0,3,3,3,3
Area_Unit_1959,607200,Owaka,3,3,0,0,0
Area_Unit_1960,607300,Clutha,9,6,9,12,9
Area_Unit_1961,607400,Balclutha,69,51,66,57,60
Area_Unit_1962,607501,Teviot,6,3,6,6,3
Area_Unit_1963,607502,Tuapeka,6,9,9,6,9
Area_Unit_1964,607600,Tapanui,6,12,3,9,6
Area_Unit_1965,607700,Lawrence,0,12,3,6,3
Area_Unit_1966,607800,Roxburgh,9,12,9,6,6
Area_Unit_1967,607900,Ranfurly,18,12,6,18,21
Area_Unit_1968,608000,Maniototo,6,6,3,0,3
Area_Unit_1969,608100,Naseby,3,0,0,0,3
Area_Unit_1970,608301,Hawea,0,0,0,0,0
Area_Unit_1971,608302,Dunstan,21,30,18,33,45
Area_Unit_1972,608303,Clyde,12,9,3,6,15
Area_Unit_1973,608304,Hawea,6,9,0,6,9
Area_Unit_1974,608305,Inland Water-Lake Hawea,0,0,0,0,0
Area_Unit_1975,608500,Alexandra,63,57,66,54,48
Area_Unit_1976,608600,Cromwell,12,24,24,15,30
Area_Unit_1977,608700,Frankton,18,15,21,21,9
Area_Unit_1978,608800,Wanaka,36,42,45,42,48
Area_Unit_1979,609011,Milford,0,0,0,0,0
Area_Unit_1980,609012,Glenorchy,0,0,0,0,0
Area_Unit_1981,609013,Glenorchy,0,0,3,0,0
Area_Unit_1982,609014,Kingston South,0,0,0,0,0
Area_Unit_1983,609022,Kelvin Heights,3,3,6,6,3
Area_Unit_1984,609023,Sunshine Bay,3,3,0,3,3
Area_Unit_1985,609024,Matukituki,0,0,0,0,0
Area_Unit_1986,609025,Skippers,0,0,0,0,0
Area_Unit_1987,609026,Wakatipu,0,0,0,0,0
Area_Unit_1988,609027,Inland Water-Lake Wakatipu,0,0,0,0,0
Area_Unit_1989,609028,Lake Hayes,0,0,3,0,3
Area_Unit_1990,609029,Matukituki,3,0,3,0,0
Area_Unit_1991,609030,Inland Water-Lake Wanaka,0,0,0,0,0
Area_Unit_1992,609031,Outer Wakatipu,0,0,3,3,3
Area_Unit_1993,609032,Wakatipu Basin,3,9,3,3,3
Area_Unit_1994,609033,Frankton East,3,3,3,0,0
Area_Unit_1995,609034,Lake Hayes South,0,6,0,3,0
Area_Unit_1996,609035,Jacks Point,0,0,0,3,0
Area_Unit_1997,609200,Arrowtown,6,18,9,9,9
Area_Unit_1998,609301,Queenstown Bay,0,0,0,0,0
Area_Unit_1999,609302,Queenstown Hill,6,6,9,3,12
Area_Unit_2000,609303,Arthurs Point,0,0,0,0,3
Area_Unit_2001,609304,Queenstown Bay,3,6,0,3,6
Area_Unit_2002,609400,Balfour Community,0,0,0,0,0
Area_Unit_2003,609500,Riversdale Community,3,3,3,0,3
Area_Unit_2004,609600,Lumsden Community,0,0,3,6,3
Area_Unit_2005,609700,Edendale Community,6,6,3,6,3
Area_Unit_2006,609800,Wyndham,9,6,3,9,6
Area_Unit_2007,609911,Makarewa North,0,0,3,3,3
Area_Unit_2008,609912,Makarewa,6,15,3,15,9
Area_Unit_2009,609913,Bay Road West,0,0,0,0,0
Area_Unit_2010,609914,Mill Road-Woodend,3,3,6,6,6
Area_Unit_2011,609921,Bushy Point,0,0,0,3,0
Area_Unit_2012,609922,Otatara,9,0,9,9,9
Area_Unit_2013,610010,Charlton,24,21,21,21,15
Area_Unit_2014,610020,Waikaia,3,3,9,6,6
Area_Unit_2015,610031,Kaweku,3,0,0,0,0
Area_Unit_2016,610032,Chatton,3,12,3,6,3
Area_Unit_2017,610033,Kaiwera,3,3,3,3,3
Area_Unit_2018,610040,Hokonui,15,9,18,24,18
Area_Unit_2019,610051,Waianiwa,6,9,9,6,9
Area_Unit_2020,610052,Oreti Beach,6,3,9,3,6
Area_Unit_2021,610061,Dacre,3,3,6,9,6
Area_Unit_2022,610062,Myross Bush,0,3,3,0,3
Area_Unit_2023,610072,Waituna,3,9,0,6,3
Area_Unit_2024,610073,Woodlands,3,0,3,0,0
Area_Unit_2025,610074,Greenhills,3,3,3,6,6
Area_Unit_2026,610075,Tiwai Point,0,0,0,0,0
Area_Unit_2027,610080,Toetoes,3,9,9,3,3
Area_Unit_2028,610090,Wallacetown,0,3,3,3,6
Area_Unit_2029,610210,North Gore,12,15,18,18,9
Area_Unit_2030,610220,East Gore,12,9,12,12,9
Area_Unit_2031,610230,Central Gore,18,12,18,18,21
Area_Unit_2032,610240,West Gore,27,27,30,30,30
Area_Unit_2033,610250,South Gore,27,15,24,24,24
Area_Unit_2034,610400,Mataura,15,9,9,6,18
Area_Unit_2035,610500,Winton,24,27,18,27,21
Area_Unit_2036,610601,Grasmere,27,30,24,24,48
Area_Unit_2037,610602,Waikiwi,99,126,105,102,102
Area_Unit_2038,610700,Rosedale,21,24,21,21,21
Area_Unit_2039,610800,Gladstone-Avenal,30,21,27,24,15
Area_Unit_2040,610900,Windsor,18,18,42,27,27
Area_Unit_2041,611001,Waverley-Glengarry,15,51,45,51,45
Area_Unit_2042,611002,Hawthorndale,9,21,18,18,15
Area_Unit_2043,611100,Richmond,27,18,24,18,15
Area_Unit_2044,611210,Otakaro Park,3,9,3,3,6
Area_Unit_2045,611220,Crinan,12,12,15,15,12
Area_Unit_2046,611300,West Invercargill,6,6,6,9,9
Area_Unit_2047,611400,Georgetown,18,21,24,24,18
Area_Unit_2048,611500,Newfield-Rockdale,57,48,69,48,66
Area_Unit_2049,611601,Heidelberg,33,27,36,27,48
Area_Unit_2050,611602,Strathern,24,15,18,27,15
Area_Unit_2051,611700,Appleby-Kew,15,15,18,15,15
Area_Unit_2052,611800,Kingswell-Clifton,18,33,30,24,21
Area_Unit_2053,611900,Tisbury,0,3,0,0,0
Area_Unit_2054,612100,Bluff,15,9,15,18,15
Area_Unit_2055,612200,Nightcaps,0,3,6,3,0
Area_Unit_2056,612300,Ohai,3,3,3,3,3
Area_Unit_2057,612400,Te Anau,6,9,6,6,9
Area_Unit_2058,612500,Tuatapere,6,6,9,9,3
Area_Unit_2059,612600,Otautau,6,6,3,6,9
Area_Unit_2060,612711,Mararoa River,0,0,0,0,0
Area_Unit_2061,612712,Manapouri,3,3,3,0,0
Area_Unit_2062,612713,Mossburn,0,0,0,0,3
Area_Unit_2063,612714,Mararoa River,3,3,9,3,0
Area_Unit_2064,612715,Inland Water-Lake Te Anau,0,0,0,0,0
Area_Unit_2065,612720,Wairio,6,3,3,0,3
Area_Unit_2066,612730,Te Waewae,12,6,3,6,3
Area_Unit_2067,612740,Fairfax,6,0,3,6,12
Area_Unit_2068,612801,Riverton East,15,12,21,18,21
Area_Unit_2069,612802,Riverton West,9,15,6,6,6
Area_Unit_2070,612900,Fiordland,0,0,0,0,0
Area_Unit_2071,612901,Fiordland,0,0,0,0,0
Area_Unit_2072,612902,Inland Water-Lake Manapouri,0,0,0,0,0
Area_Unit_2073,612903,Inland Water-Lake Hauroko,0,0,0,0,0
Area_Unit_2074,613000,Stewart Island,6,3,3,0,3
Area_Unit_2075,614000,Kermadec Islands,0,0,0,0,0
Area_Unit_2076,614001,Oceanic-Kermadec Islands,0,0,0,0,0
Area_Unit_2077,614002,Kermadec Islands,0,0,0,0,0
Area_Unit_2078,614502,Inlet-Hokianga Harbour,0,0,0,0,0
Area_Unit_2079,614503,Three Kings Islands,0,0,0,0,0
Area_Unit_2080,614504,Oceanic-Northland Region,0,0,0,0,0
Area_Unit_2081,614601,Inlet-Rangaunu Harbour,0,0,0,0,0
Area_Unit_2082,614602,Inlet-Doubtless Bay,0,0,0,0,0
Area_Unit_2083,614700,Inlet-Whangaroa Harbour,0,0,0,0,0
Area_Unit_2084,614800,Inlet-Bay of Islands,0,0,0,0,0
Area_Unit_2085,615100,Inlet-Whangarei District,0,0,0,0,0
Area_Unit_2086,615101,Inlet-Tutukaka Harbour,0,0,0,0,0
Area_Unit_2087,615102,Inlet-Whangarei Harbour,0,0,0,0,0
Area_Unit_2088,615301,Inlet-Port Whangarei,0,0,0,0,0
Area_Unit_2089,615302,Inlet-Mangawhai Harbour,0,0,0,0,0
Area_Unit_2090,615800,Mokohinau Island,0,0,0,0,0
Area_Unit_2091,615900,Little Barrier Island,0,0,0,0,0
Area_Unit_2092,616001,Kaikoura and Rangiahua Islands,0,0,0,0,0
Area_Unit_2093,616002,Inlet-Port Fitzroy,0,0,0,0,0
Area_Unit_2094,616100,Cape Barrier,0,0,0,0,0
Area_Unit_2095,616200,Rakitu Island,0,0,0,0,0
Area_Unit_2096,616300,Browns Island,0,0,0,0,0
Area_Unit_2097,616400,Aiguilles Island,0,0,0,0,0
Area_Unit_2098,617000,Inlet-Kaipara Harbour North,0,0,0,0,0
Area_Unit_2099,617101,Inlet-Kaipara Harbour South,0,0,0,0,0
Area_Unit_2100,617102,Inlet-Kaipara River,0,0,0,0,0
Area_Unit_2101,617200,Inlet-Takapuna Head,0,0,0,0,0
Area_Unit_2102,617400,Inlet-Hobson Bay,0,0,0,0,0
Area_Unit_2103,617500,Oceanic-Auckland Region East,0,0,0,0,0
Area_Unit_2104,617501,Oceanic-Auckland Region East,0,0,0,0,0
Area_Unit_2105,617502,Tidal-Great Barrier Island,0,0,0,0,0
Area_Unit_2106,617503,Tidal-Motutapu and Browns Islands,0,0,0,0,0
Area_Unit_2107,617601,Inlet-Manukau Harbour,0,0,0,0,0
Area_Unit_2108,617602,Oceanic-Auckland Region West,0,0,0,0,0
Area_Unit_2109,617603,Manukau Harbour,0,0,0,0,0
Area_Unit_2110,617604,Tidal-Manukau Harbour,0,0,0,0,0
Area_Unit_2111,617605,Inlet-Manukau Harbour,0,0,0,0,0
Area_Unit_2112,617606,Tidal-Manukau Harbour North,0,0,0,0,0
Area_Unit_2113,617700,Inlet-Tamaki,0,0,0,0,0
Area_Unit_2114,617701,Tamaki Strait,0,0,0,0,0
Area_Unit_2115,617702,Tidal-Tamaki,0,0,0,0,0
Area_Unit_2116,617703,Tamaki Strait,0,0,0,0,0
Area_Unit_2117,617704,Tidal-Eastern Bays,0,0,0,0,0
Area_Unit_2118,617800,Inlet-Waiuku River,0,0,0,0,0
Area_Unit_2119,617900,Inlet-Waitemata Harbour,0,0,0,0,0
Area_Unit_2120,617901,Inlet-Waitemata Harbour,3,3,0,0,0
Area_Unit_2121,617902,Tidal-Waitemata Harbour,0,0,0,0,0
Area_Unit_2122,617903,Auckland City-Marinas,0,0,0,0,0
Area_Unit_2123,618300,Te Motu Island,0,0,0,0,0
Area_Unit_2124,618400,Motiti Island,0,0,0,0,3
Area_Unit_2125,618500,Mayor Island,0,0,0,0,0
Area_Unit_2126,619000,Inlet-Raglan Harbour,0,0,0,0,0
Area_Unit_2127,619101,Inlet-Aotea Harbour North,0,0,0,0,0
Area_Unit_2128,619102,Inlets-Otorohanga District,0,0,0,0,0
Area_Unit_2129,619201,Inlet-Waitomo District,0,0,0,0,0
Area_Unit_2130,619202,Oceanic-Waikato Region West,0,0,0,0,0
Area_Unit_2131,619301,Inlets-Thames-Coromandel District,0,0,0,0,0
Area_Unit_2132,619302,Islands-Thames-Coromandel District,0,0,0,0,0
Area_Unit_2133,619303,Bays-Thames-Coromandel District,0,0,0,0,0
Area_Unit_2134,619400,Oceanic-Waikato Region East,0,0,0,0,0
Area_Unit_2135,619500,Inlet-Firth of Thames,0,0,0,0,0
Area_Unit_2136,619701,Moutohora Island,0,0,0,0,0
Area_Unit_2137,619702,Oceanic-Bay of Plenty Region,0,0,0,0,0
Area_Unit_2138,619900,White Island,0,0,0,0,0
Area_Unit_2139,620000,Inland Water-Lake Taupo,0,0,0,0,0
Area_Unit_2140,620400,Oceanic-Gisborne Region,0,0,0,0,0
Area_Unit_2141,620901,Inlet-Port Napier,0,0,0,0,0
Area_Unit_2142,620902,Oceanic-Hawke's Bay Region,0,0,0,0,0
Area_Unit_2143,620903,Oceanic-Hawke's Bay Region,0,0,0,0,0
Area_Unit_2144,620904,Bare Island,0,0,0,0,0
Area_Unit_2145,621401,Port-Taranaki,0,0,0,0,0
Area_Unit_2146,621402,Oceanic-Taranaki Region,0,0,0,0,0
Area_Unit_2147,621500,Oceanic-Oil Rigs Taranaki,0,0,0,0,0
Area_Unit_2148,622000,Oceanic-Tararua Constituency,0,0,0,0,0
Area_Unit_2149,622100,Inlet-Wellington Harbour,0,0,0,0,0
Area_Unit_2150,622101,Inlet-Wellington Harbour,0,0,0,0,0
Area_Unit_2151,622102,Seaview Marina,0,0,0,0,0
Area_Unit_2152,622201,Inlet-Porirua Harbour,0,0,0,0,0
Area_Unit_2153,622202,Oceanic-Wellington Region,0,0,0,0,0
Area_Unit_2154,622700,Oceanic-Manawatu-Wanganui Region,0,0,0,0,0
Area_Unit_2155,623801,Inlet-Tasman Bay,0,0,0,0,0
Area_Unit_2156,623803,Oceanic-Tasman Region,0,0,0,0,0
Area_Unit_2157,623804,Oceanic-Nelson Region,0,0,0,0,0
Area_Unit_2158,623805,Oceanic-Marlborough Region,0,0,0,0,0
Area_Unit_2159,623806,Oceanic-Canterbury Region North,0,0,0,0,0
Area_Unit_2160,623900,Inlet-Ligar Bay,0,0,0,0,0
Area_Unit_2161,624100,Inlet-Buller River,0,0,0,0,0
Area_Unit_2162,624600,Oceanic-West Coast Region,0,0,0,0,0
Area_Unit_2163,625101,Inlet-Port Lyttelton,0,0,0,0,0
Area_Unit_2164,625102,Inlets-Banks Peninsula Bays,0,0,0,0,0
Area_Unit_2165,625103,Oceanic-Canterbury Region South,0,0,0,0,0
Area_Unit_2166,625200,Oceanic-Chatham Islands,0,0,0,0,0
Area_Unit_2167,625300,Inlet-Port Timaru,0,0,0,0,0
Area_Unit_2168,625800,Inlet-Otago Harbour,0,0,0,0,0
Area_Unit_2169,625901,Inlet-Dunedin City Bays,0,0,0,0,0
Area_Unit_2170,625902,Oceanic-Otago Region,0,0,0,0,0
Area_Unit_2171,626000,Inlet-Port Oamaru,0,0,0,0,0
